Sample_ID,H2S_Concentration_ppm,Exposure_Time_h,Target_Dose_ppm_h,Temperature_C,Relative_Humidity_pct,Shelf_Age_days,Sensor_Chemistry,Visual_Stage,L_star,a_star,b_star,Delta_E_CIE76,Prototype_Severity_Class,Data_Status,Data_Origin,Underlying_Model,Literature_Anchor,Synthetic_Flag
CP-169,0.61,3.57,2.178,40.4,35.5,63,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),63.9,31.3,33.6,60.56,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-170,1.82,1.10,2.002,28.1,81.6,51,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),64.1,32.3,33.5,60.64,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-171,0.58,2.74,1.589,21.2,75.0,18,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),58.2,36.6,19.0,45.90,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-172,3.18,0.74,2.353,23.9,49.3,38,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),63.5,31.7,31.9,58.88,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-173,1.22,1.26,1.537,40.5,76.5,33,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),61.1,35.2,24.7,51.86,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-174,3.22,1.55,4.991,35.8,52.1,32,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),70.4,25.8,49.0,77.04,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-175,1.62,2.76,4.471,40.0,60.8,76,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),70.9,26.0,49.1,77.33,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-176,1.96,1.62,3.175,19.5,79.4,25,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),70.0,25.9,47.5,75.50,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-177,2.12,0.93,1.972,29.4,74.5,41,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),63.2,32.3,31.9,58.82,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-178,0.82,5.93,4.863,24.1,48.5,13,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),70.4,25.6,49.4,77.41,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-179,0.55,7.53,4.142,34.2,62.1,12,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),70.7,25.5,49.6,77.71,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-180,1.89,2.29,4.328,23.8,62.2,29,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),70.5,25.4,49.4,77.45,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-181,2.24,1.24,2.778,29.2,64.4,42,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),68.7,27.6,44.1,71.88,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-182,0.56,4.65,2.604,26.9,52.7,75,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),65.2,29.2,37.9,64.87,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-183,0.53,4.29,2.274,25.1,41.8,32,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),62.2,33.4,29.7,56.56,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-184,0.56,5.92,3.315,29.6,56.4,3,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),69.6,25.6,47.9,75.72,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-185,1.02,1.94,1.979,30.1,66.9,58,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),62.4,32.3,31.4,58.06,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-186,2.77,0.74,2.050,27.0,52.3,75,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),62.6,33.2,29.1,56.14,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-187,0.77,6.09,4.689,29.4,63.8,24,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),70.4,25.6,49.0,77.04,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-188,0.60,2.55,1.530,32.5,62.7,79,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),59.0,37.2,20.7,47.86,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-189,1.53,2.35,3.596,26.5,79.1,58,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),70.8,25.6,48.3,76.55,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-190,1.44,1.49,2.146,21.7,51.5,49,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),62.5,33.9,28.9,56.01,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-191,0.81,4.66,3.775,31.3,52.4,6,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),69.9,25.1,49.1,76.94,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-192,2.50,1.77,4.425,27.9,71.0,74,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),70.4,25.3,49.2,77.23,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-193,1.09,2.57,2.801,25.2,56.7,11,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),67.0,29.3,40.3,67.78,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-194,1.18,1.30,1.534,35.3,56.8,81,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),59.6,36.4,22.0,49.08,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-195,2.18,1.83,3.989,26.0,63.0,45,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),70.2,25.7,48.9,76.87,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-196,1.88,1.35,2.538,41.2,71.1,44,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),67.9,26.9,43.9,71.37,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-197,0.59,5.95,3.510,31.1,66.1,73,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),70.8,25.4,49.3,77.47,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-198,2.86,1.54,4.404,19.7,74.4,55,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),69.7,25.4,49.4,77.14,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-199,2.73,1.14,3.112,21.7,53.2,51,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),68.1,27.3,42.5,70.17,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-200,1.00,2.84,2.840,19.1,81.2,85,Ag/Cu Dual-Zone,Stage 4: Elevated Exposure (Orange-Red to Amber-Orange),68.7,27.5,43.4,71.24,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Carpenter et al. 2017 / Thongboon et al. 2023 (Orange-red displacement),TRUE (MODELED DATA)
CP-201,11.24,1.16,13.038,29.6,55.8,61,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.8,14.2,71.3,101.92,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-202,4.08,4.92,20.074,35.8,57.8,75,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.0,14.3,70.9,101.24,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-203,7.14,6.16,43.982,27.7,41.2,60,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),80.4,13.7,71.0,101.94,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-204,8.98,3.56,31.969,23.2,45.9,13,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),80.0,14.1,71.3,102.01,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-205,9.63,3.44,33.127,34.1,56.5,45,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),80.4,13.5,71.3,102.24,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-206,10.74,3.19,34.261,25.1,62.7,15,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.4,14.0,71.3,101.79,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-207,7.44,1.97,14.657,27.0,39.1,54,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.7,14.2,70.3,100.97,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-208,4.17,3.02,12.593,33.5,82.0,76,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.5,14.3,71.9,102.35,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-209,8.30,2.37,19.671,32.9,75.3,6,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.6,14.3,70.7,101.29,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-210,8.35,1.58,13.193,29.8,67.5,61,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.6,14.7,71.1,101.61,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-211,5.75,6.47,37.203,25.0,45.7,73,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.3,13.7,70.3,100.88,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-212,12.69,1.29,16.370,31.7,45.4,74,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),80.0,13.9,70.3,101.12,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-213,7.85,3.44,27.004,41.8,37.1,36,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),80.2,13.6,72.0,102.79,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-214,9.93,4.00,39.720,23.7,72.5,80,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),80.0,13.5,70.4,101.26,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-215,6.56,2.97,19.483,37.5,72.3,77,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.6,13.9,70.9,101.52,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-216,3.76,6.25,23.500,24.4,74.9,17,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.6,13.9,71.1,101.70,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-217,5.25,5.98,31.395,24.7,64.8,21,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),80.4,13.4,70.7,101.71,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-218,6.88,1.53,10.526,31.9,45.4,58,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.3,14.5,69.5,100.05,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-219,7.91,4.42,34.962,27.7,69.5,52,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.2,13.6,71.1,101.58,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-220,6.20,2.99,18.538,41.3,63.7,50,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.8,13.8,70.9,101.61,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-221,2.60,5.38,13.988,38.5,71.4,11,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),80.0,14.0,71.3,102.03,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-222,4.63,5.82,26.947,29.0,81.6,59,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.9,14.4,71.6,102.21,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-223,3.21,3.52,11.299,21.8,78.6,40,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),80.5,14.4,70.6,101.53,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
