sample_id,block,replicate,h2s_ppm,duration_h,exposure_profile,true_dose_ppmh,temp_C,rh_pct,sealed_pouch,strip_age_days,light_klux_h,uv_film,read_delay_h,interferent,agZone_L,agZone_a,agZone_b,agZone_R,agZone_G,agZone_B,agZone_dE,agZone_frac,cuZone_L,cuZone_a,cuZone_b,cuZone_R,cuZone_G,cuZone_B,cuZone_dE,cuZone_frac,ctrl_patch_frac,seal_dot,est_agZone_ppmh,est_cuZone_ppmh,est_dose_ppmh,ci95_low,ci95_high,est_error_pct,qa_flag,data_type
SIM-0264,H_interferent_only,3,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,NO2_5ppm,93.93,0.62,3.58,242,237,231,0.85,0.0014,81.69,-7.8,-14.14,171,209,229,0.4,0.0045,0.0053,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
SIM-0265,H_interferent_only,1,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,NH3_25ppm,94.01,0.01,2.48,240,238,233,0.52,-0.0002,81.78,-7.89,-13.81,172,209,229,0.31,0.0051,-0.007,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
SIM-0266,H_interferent_only,2,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,NH3_25ppm,94.49,-0.76,3.9,241,239,232,1.28,-0.0076,82.59,-7.89,-13.74,174,211,231,0.66,-0.0068,0.0064,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
SIM-0267,H_interferent_only,3,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,NH3_25ppm,94.41,-0.32,3.43,241,239,232,0.67,-0.0062,81.17,-7.51,-14.33,170,207,228,1.02,0.0121,-0.0044,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
SIM-0268,H_interferent_only,1,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,CO_50ppm,94.79,0.14,3.38,243,240,233,0.89,-0.0118,81.72,-7.54,-13.27,173,208,227,0.91,0.011,-0.009,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
SIM-0269,H_interferent_only,2,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,CO_50ppm,93.94,-0.67,3.83,240,238,230,1.07,0.0008,82.07,-8.04,-14.31,171,210,230,0.32,-0.0035,-0.0029,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
SIM-0270,H_interferent_only,3,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,CO_50ppm,94.07,-0.35,2.65,240,238,233,0.5,-0.0013,81.61,-7.65,-14.29,171,208,229,0.6,0.0052,-0.0027,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
SIM-0271,H_interferent_only,1,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,CH4_1000ppm,93.83,0.19,2.11,239,237,233,0.92,0.0025,82.21,-7.37,-13.47,174,210,229,0.85,0.0027,-0.0058,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
SIM-0272,H_interferent_only,2,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,CH4_1000ppm,93.83,0.33,2.4,240,237,233,0.71,0.0027,82.23,-7.65,-14.55,172,210,231,0.69,-0.0061,0.0007,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
SIM-0273,H_interferent_only,3,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,CH4_1000ppm,93.61,-0.17,2.47,238,237,232,0.68,0.0057,82.12,-7.86,-13.82,173,210,230,0.26,-0.0001,-0.0074,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
SIM-0274,I_shift_profile,1,1.248,8.0,baseline 1.25 ppm + random peaks,9.987,30.0,60.0,True,0,30.0,True,0,none,37.43,1.61,3.18,93,87,83,56.59,0.8569,73.09,-5.58,-10.17,158,183,198,9.99,0.1706,0.0118,WHITE (intact),10.049,9.728,9.948,8.868,11.029,-0.4,OK,SIMULATED
SIM-0275,I_shift_profile,1,1.6,8.0,baseline 1.34 ppm + random peaks,12.803,26.0,85.0,True,0,120.0,True,0,none,34.76,2.52,4.18,89,80,75,59.3,0.898,71.83,-5.98,-8.82,155,180,192,11.59,0.1979,0.016,WHITE (intact),12.803,12.455,12.667,11.261,14.072,-1.1,OK,SIMULATED
SIM-0276,I_shift_profile,1,0.901,8.0,baseline 0.90 ppm + random peaks,7.209,42.0,85.0,True,0,30.0,True,0,none,35.7,2.08,3.93,90,83,78,58.34,0.8834,72.06,-5.39,-9.1,157,180,193,11.39,0.1945,0.0235,WHITE (intact),6.508,6.622,6.548,5.836,7.26,-9.2,OK,SIMULATED
SIM-0277,I_shift_profile,1,0.076,8.0,baseline 0.06 ppm + random peaks,0.612,38.0,60.0,True,0,120.0,True,0,none,83.28,-0.86,3.1,208,208,202,10.76,0.1619,81.77,-7.52,-13.68,173,209,228,0.62,0.0074,0.0331,WHITE (intact),0.548,,0.548,0.43,0.666,-10.5,OK,SIMULATED
SIM-0278,I_shift_profile,1,1.201,8.0,baseline 0.54 ppm + random peaks,9.606,38.0,60.0,True,0,5.0,True,0,none,32.87,2.04,4.11,83,76,71,61.17,0.9263,69.79,-5.38,-8.15,152,174,185,13.79,0.2356,-0.0081,WHITE (intact),9.987,10.286,10.127,8.979,11.276,5.4,OK,SIMULATED
SIM-0279,I_shift_profile,1,1.169,8.0,baseline 0.75 ppm + random peaks,9.354,34.0,45.0,True,0,30.0,True,0,none,37.91,1.81,3.35,95,88,84,56.12,0.8497,72.22,-6.01,-9.35,155,181,194,11.01,0.1882,0.0122,WHITE (intact),9.085,10.057,9.356,8.366,10.346,0.0,OK,SIMULATED
SIM-0280,I_shift_profile,1,1.095,8.0,baseline 0.20 ppm + random peaks,8.756,34.0,60.0,True,0,5.0,True,0,none,36.98,2.66,3.3,94,85,82,57.09,0.8643,72.05,-4.53,-9.67,158,180,194,11.39,0.1936,0.0079,WHITE (intact),8.859,9.584,9.081,8.112,10.049,3.7,OK,SIMULATED
SIM-0281,I_shift_profile,1,1.39,8.0,baseline 1.16 ppm + random peaks,11.117,38.0,60.0,True,0,120.0,True,0,none,31.5,2.26,4.03,80,73,68,62.55,0.9472,70.32,-4.41,-8.62,155,175,187,13.35,0.2277,0.0297,WHITE (intact),11.15,9.895,10.402,9.132,11.672,-6.4,OK,SIMULATED
SIM-0282,I_shift_profile,1,0.57,8.0,baseline 0.27 ppm + random peaks,4.557,38.0,60.0,True,0,30.0,True,0,none,48.43,1.39,2.99,120,114,110,45.59,0.6903,76.39,-7.68,-10.48,162,194,207,6.64,0.1111,0.0017,WHITE (intact),4.482,4.509,4.486,4.001,4.972,-1.6,OK,SIMULATED
SIM-0283,I_shift_profile,1,0.76,8.0,baseline 0.76 ppm + random peaks,6.079,26.0,60.0,True,0,30.0,True,0,none,51.23,1.65,2.9,127,121,117,42.8,0.648,77.37,-6.7,-10.69,166,196,210,5.84,0.0981,-0.0009,WHITE (intact),6.367,6.294,6.358,5.661,7.054,4.6,OK,SIMULATED
SIM-0284,I_shift_profile,1,1.261,8.0,baseline 1.26 ppm + random peaks,10.087,30.0,60.0,True,0,30.0,True,0,none,36.65,1.67,3.25,91,85,81,57.37,0.8687,71.34,-5.76,-9.83,153,179,192,11.67,0.1991,0.0092,WHITE (intact),10.511,11.544,10.83,9.676,11.985,7.4,OK,SIMULATED
SIM-0285,I_shift_profile,1,0.768,8.0,baseline 0.23 ppm + random peaks,6.144,26.0,85.0,True,0,120.0,True,0,none,48.79,1.54,3.52,121,115,110,45.24,0.685,76.87,-6.58,-11.88,164,194,211,5.73,0.0977,0.0173,WHITE (intact),6.428,5.81,6.333,5.637,7.028,3.1,OK,SIMULATED
SIM-0286,I_shift_profile,1,0.4,8.0,baseline 0.40 ppm + random peaks,3.199,42.0,85.0,True,0,120.0,True,0,none,50.09,2.25,3.76,126,118,113,43.98,0.6658,77.05,-6.55,-12.08,164,195,212,5.51,0.0938,0.0293,WHITE (intact),3.265,3.015,3.23,2.874,3.586,1.0,OK,SIMULATED
SIM-0287,I_shift_profile,1,1.691,8.0,baseline 1.26 ppm + random peaks,13.531,42.0,60.0,True,0,5.0,True,0,none,29.05,1.44,3.92,73,68,63,64.97,0.9838,65.26,-4.65,-6.21,143,161,169,18.76,0.3205,-0.0057,WHITE (intact),,12.771,12.771,10.964,14.578,-5.6,OK,SIMULATED
SIM-0288,I_shift_profile,1,2.79,8.0,baseline 1.31 ppm + random peaks,22.317,34.0,60.0,True,0,30.0,True,0,none,28.45,1.99,4.43,73,66,60,65.6,0.9933,62.77,-3.29,-4.72,141,154,160,21.87,0.3736,0.002,WHITE (intact),,20.833,20.833,18.041,23.626,-6.6,OK,SIMULATED
SIM-0289,I_shift_profile,1,0.901,8.0,baseline 0.81 ppm + random peaks,7.21,38.0,75.0,True,0,120.0,True,0,none,37.86,1.36,3.2,94,88,84,56.16,0.8503,72.63,-5.12,-9.71,158,182,196,10.7,0.1825,0.0261,WHITE (intact),6.813,7.33,6.959,6.22,7.699,-3.5,OK,SIMULATED
SIM-0290,I_shift_profile,1,1.284,8.0,baseline 1.29 ppm + random peaks,10.27,26.0,45.0,True,0,120.0,True,0,none,42.24,1.28,3.82,105,99,93,51.79,0.7842,74.82,-6.58,-11.04,159,189,204,7.89,0.1347,0.0175,WHITE (intact),10.012,9.559,9.91,8.842,10.978,-3.5,OK,SIMULATED
SIM-0291,I_shift_profile,1,1.121,8.0,baseline 0.98 ppm + random peaks,8.967,42.0,85.0,True,0,5.0,True,0,none,30.67,2.75,3.68,79,71,67,63.4,0.9599,67.94,-4.75,-7.77,149,169,179,15.72,0.2686,-0.0013,WHITE (intact),,9.578,9.578,8.115,11.041,6.8,OK,SIMULATED
SIM-0292,I_shift_profile,1,1.828,8.0,baseline 0.98 ppm + random peaks,14.623,38.0,75.0,True,0,120.0,True,0,none,28.83,2.47,3.68,74,66,62,65.22,0.9876,65.47,-3.99,-5.88,146,162,169,18.85,0.3221,0.0192,WHITE (intact),,14.14,14.14,12.143,16.137,-3.3,OK,SIMULATED
SIM-0293,I_shift_profile,1,0.386,8.0,baseline 0.38 ppm + random peaks,3.088,30.0,45.0,True,0,5.0,True,0,none,67.33,0.27,2.48,166,164,159,26.68,0.4036,79.11,-7.13,-12.04,168,201,218,3.6,0.0607,-0.0046,WHITE (intact),2.912,3.527,2.941,2.586,3.295,-4.8,OK,SIMULATED
SIM-0294,I_shift_profile,1,1.079,8.0,baseline 0.53 ppm + random peaks,8.632,30.0,45.0,True,0,120.0,True,0,none,41.07,0.95,4.19,101,96,90,52.95,0.8017,74.76,-6.84,-11.12,158,189,204,7.88,0.1342,0.0098,WHITE (intact),9.06,8.12,8.823,7.862,9.784,2.2,OK,SIMULATED
SIM-0295,I_shift_profile,1,1.125,8.0,baseline 0.50 ppm + random peaks,8.996,34.0,85.0,True,0,5.0,True,0,none,34.86,1.36,4.16,87,81,75,59.17,0.8959,72.02,-4.33,-8.95,159,180,193,11.77,0.1998,0.0028,WHITE (intact),9.324,9.197,9.275,8.249,10.301,3.1,OK,SIMULATED
SIM-0296,I_shift_profile,1,0.852,8.0,baseline 0.38 ppm + random peaks,6.82,26.0,60.0,True,0,120.0,True,0,none,48.46,2.31,3.88,122,114,109,45.61,0.6905,76.24,-6.67,-11.11,163,193,208,6.58,0.1124,0.0184,WHITE (intact),7.038,7.268,7.072,6.308,7.836,3.7,OK,SIMULATED
SIM-0297,I_shift_profile,1,1.234,8.0,baseline 0.43 ppm + random peaks,9.868,26.0,85.0,True,0,5.0,True,0,none,38.97,1.34,4.39,97,91,85,55.07,0.8338,73.41,-5.96,-10.41,158,184,199,9.53,0.1627,0.0004,WHITE (intact),10.136,10.033,10.107,9.021,11.194,2.4,OK,SIMULATED
SIM-0298,I_shift_profile,1,0.628,8.0,baseline 0.63 ppm + random peaks,5.023,42.0,60.0,True,0,5.0,True,0,none,42.39,1.95,3.59,106,99,94,51.65,0.7822,74.59,-6.47,-10.85,159,188,203,8.19,0.1399,-0.0008,WHITE (intact),5.037,4.981,5.025,4.486,5.563,0.0,OK,SIMULATED
SIM-0299,I_shift_profile,1,1.164,8.0,baseline 0.76 ppm + random peaks,9.31,38.0,60.0,True,0,120.0,True,0,none,33.46,1.94,4.12,85,77,72,60.58,0.9174,70.35,-5.58,-8.79,152,176,188,12.99,0.222,0.017,WHITE (intact),9.483,9.613,9.54,8.469,10.61,2.5,OK,SIMULATED
SIM-0300,I_shift_profile,1,2.018,8.0,baseline 0.74 ppm + random peaks,16.145,34.0,45.0,True,0,30.0,True,0,none,30.27,2.63,3.77,78,70,66,63.79,0.9659,67.61,-4.26,-7.03,149,168,177,16.42,0.2805,0.0193,WHITE (intact),,15.886,15.886,13.508,18.263,-1.6,OK,SIMULATED
SIM-0301,I_shift_profile,1,1.662,8.0,baseline 0.77 ppm + random peaks,13.298,34.0,85.0,True,0,5.0,True,0,none,30.5,1.78,4.07,77,71,66,63.53,0.962,67.58,-5.23,-7.6,147,168,178,16.02,0.2736,0.0002,WHITE (intact),,13.186,13.186,11.19,15.183,-0.8,OK,SIMULATED
SIM-0302,I_shift_profile,1,1.418,8.0,baseline 1.42 ppm + random peaks,11.34,42.0,45.0,True,0,30.0,True,0,none,31.37,2.36,3.56,80,72,68,62.67,0.949,67.56,-4.97,-8.43,146,168,179,15.77,0.269,0.0044,WHITE (intact),10.641,11.217,10.968,9.678,12.258,-3.3,OK,SIMULATED
SIM-0303,I_shift_profile,1,1.085,8.0,baseline 0.16 ppm + random peaks,8.678,30.0,60.0,True,0,30.0,True,0,none,39.18,0.89,3.67,96,92,86,54.84,0.8303,73.95,-6.48,-10.42,158,186,200,8.94,0.1527,0.0019,WHITE (intact),9.214,8.615,9.045,8.063,10.026,4.2,OK,SIMULATED
